player_id,year,round,pick,Player,Class,Pos,School,Conf_x,G,MP.1,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Team_Rk,W,L,BPI Off,BPI Def,BPI,Player_Rank,Outside100,Height,Weight
316,2017,1,4,Josh Jackson,FR,G,Kansas,Big 12,35,30.8,6.3,12.3,5.3,9.7,1,2.6,2.8,4.9,2.3,5.1,7.4,3,1.7,1.1,2.8,3,16.3,4,31,5,12.1,6.3,18.4,2,0,79,185
317,2015,1,11,Myles Turner,FR,C,Texas,Big Ten,34,22.2,3.4,7.6,2.9,5.7,0.5,1.8,2.8,3.3,1.3,5.2,6.5,0.6,0.3,2.6,1.4,2.4,10.1,20,20,14,4,8.5,12.5,2,0,84,240
318,2013,1,14,Shabazz Muhammad,FR,G,UCLA,Pac-12,32,30.8,6.3,14.3,5.1,10.9,1.3,3.3,4,5.6,2.7,2.5,5.2,0.8,0.7,0.1,1.6,1.7,17.9,60,25,10,8.8,-1,7.8,2,0,78,215
319,2014,1,1,Andrew Wiggins,FR,G,Kansas,Big 12,35,32.8,5.4,12.1,4.2,8.5,1.2,3.6,5,6.5,2.2,3.7,5.9,1.5,1.2,1,2.3,2.7,17.1,7,25,10,11,4.8,15.8,1,0,79,205
320,2012,1,1,Anthony Davis,FR,F,Kentucky,SEC,40,32,5.3,8.4,5.2,7.9,0.1,0.5,3.6,5.1,3,7.4,10.4,1.3,1.4,4.7,1,2,14.2,2,38,2,11.9,8.2,20.1,1,0,82,200
321,2016,1,1,Ben Simmons,FR,F,Louisiana,SEC,33,34.9,6.5,11.7,6.5,11.6,0,0.1,6,9,3.1,8.6,11.8,4.8,2,0.8,3.4,2.8,19.2,81,19,14,7.1,-1.3,5.8,1,0,81,225
322,2012,1,7,Harrison Barnes,SO,F,North Carolina,ACC,38,29.2,6,13.7,4.7,10.1,1.3,3.6,3.7,5.1,1.9,3.3,5.2,1.1,1.1,0.3,1.9,1.8,17.1,5,32,6,13.7,3.4,17.1,1,0,80,209
323,2015,1,3,Jahlil Okafor,FR,C,Duke,ACC,38,30.1,7.3,11.1,7.3,11.1,0,0,2.6,5.1,3.5,4.9,8.5,1.3,0.8,1.4,2.5,2.1,17.3,2,34,4,16.4,6,22.4,1,0,82,265
324,2017,1,20,Harry Giles,FR,C,Duke,ACC,26,11.5,1.7,3,1.7,3,0,0,0.5,0.9,1.6,2.3,3.8,0.3,0.3,0.7,0.7,2.2,3.9,7,28,9,11.8,5.9,17.7,1,0,82,230
325,2013,1,6,Nerlens Noel,FR,C,Kentucky,SEC,24,31.9,4.1,6.9,4.1,6.9,0,0,2.3,4.3,2.7,6.8,9.5,1.6,2.1,4.4,1.9,2.6,10.5,22,21,12,7.8,4.2,12,1,0,82,215
326,2015,2,49,Aaron White,SR,F,Iowa,Big Ten,34,31.5,5,9.6,4.4,7.9,0.6,1.7,5.7,7,2.1,5.2,7.3,1.4,1.3,0.5,1.2,1.6,16.4,21,22,12,5.6,6.5,12.1,0,1,79,205
327,2016,2,58,Abdel Nader,SR,F,Iowa State,Big 12,35,31.1,4.6,9.6,3.1,5.6,1.5,4,2.2,3,0.7,4.2,5,1.5,1.1,0.7,2.3,2.8,12.9,25,23,12,12.3,0.5,12.8,0,1,78,180
