Rk,Player,Class,Season,Pos,School,Conf,G,MP,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1748,Malik Johnson\malik-johnson-2,SO,2017-18,G,Canisius,MAAC,33,1093,33.1,2.7,6.2,1.7,3.2,1,3.1,1.4,1.8,0.1,3.2,3.3,4.6,1.5,0.1,1.7,2.4,7.8
1749,Marvin Jordan\marvin-jordan-1,FR,2010-11,G,Niagara,MAAC,32,1093,34.2,4,11.3,1.6,4.3,2.4,7,1.3,1.9,0.4,2.6,3,2.3,1.2,0.1,1.9,2.7,11.8
1750,Malcolm Lee\malcolm-lee-1,JR,2010-11,G,UCLA,Pac-10,33,1093,33.1,4.3,9.8,3.1,5.8,1.2,4,3.4,4.4,0.7,2.4,3.1,2,0.7,0.2,1.7,2.4,13.1
1751,Malcolm McMillan\malcolm-mcmillan-1,SO,2012-13,G,Central Connecticut State,NEC,30,1093,36.4,2.8,6.6,2.1,4.8,0.7,1.8,2,2.8,0.4,3.9,4.3,3.5,1.5,0.3,1.4,2.5,8.2
1752,Miguel Paul\miguel-paul-1,JR,2012-13,G,East Carolina,CUSA,33,1093,33.1,3.6,9.7,1.8,4.4,1.8,5.2,4.3,5,0.2,1.9,2.2,7.2,1.5,0.2,3.6,2.6,13.3
1753,London Perrantes\london-perrantes-1,SR,2016-17,G,Virginia,ACC,34,1093,32.1,4.3,10.4,2.4,5.3,1.9,5.1,2.2,2.7,0.3,2.7,3,3.8,0.7,0.1,1.7,1,12.7
1754,Jakob Poeltl\jakob-poeltl-1,SO,2015-16,F,Utah,Pac-12,36,1093,30.4,6.3,9.8,6.3,9.8,0,0,4.6,6.6,2.8,6.3,9.1,1.9,0.6,1.6,2.1,2.3,17.2
1755,Tyler Rawson\tyler-rawson-1,SR,2017-18,F,Utah,Pac-12,35,1093,31.2,3.6,8,1.8,3.2,1.8,4.8,1.9,2.4,1.1,5.7,6.8,3.7,0.7,0.9,1.9,2,10.9
1756,Devin Sibley\devin-sibley-1,JR,2016-17,G,Furman,Southern,34,1093,32.1,5.9,11.3,3.6,6.1,2.3,5.2,3.6,4.8,0.3,3.9,4.1,2.3,0.8,0.2,2.7,2,17.7
1757,Rayshawn Simmons\rayshawn-simmons-1,SR,2015-16,G,Central Michigan,MAC,33,1093,33.1,4.4,10.2,3.6,7.5,0.8,2.8,2.5,4,1.3,3,4.3,5,0.6,0,2.2,2.7,12.1
1758,Speedy Smith\kenneth-smith-1,JR,2013-14,G,Louisiana Tech,CUSA,36,1093,30.4,2.6,6.1,1.5,3.2,1.1,2.9,1.5,2.3,0.7,3.1,3.8,7.7,2.5,0.1,2.4,2.2,7.8
1759,Tony Snell\tony-snell-1,JR,2012-13,G,New Mexico,MWC,35,1093,31.2,4.1,9.7,2.3,5.1,1.8,4.7,2.5,2.9,0.4,2.2,2.6,2.9,0.8,0.5,2.1,1.3,12.5
1760,Daman Starring\daman-starring-1,SR,2012-13,G,UC-Irvine,Big West,36,1093,30.4,4.3,10.4,2.3,5.4,2,4.9,2.4,3,0.6,3.3,3.9,2,0.9,0.1,1.9,2.2,12.9
1761,Demontez Stitt\demontez-stitt-1,SR,2010-11,G,Clemson,ACC,32,1093,34.2,4.8,11,3.4,7,1.4,4,3.6,4.9,1.2,3.2,4.3,3.3,1.4,0.4,2.1,2.5,14.5
1762,Khyri Thomas\khyri-thomas-1,SO,2016-17,G,Creighton,Big East,35,1093,31.2,4.7,9.2,3.3,5.9,1.3,3.3,1.7,2.2,1.5,4.3,5.8,3.3,1.5,0.4,2,1.6,12.3
1763,B.J. Tyson\bj-tyson-1,SR,2017-18,G,East Carolina,AAC,30,1093,36.4,5.4,13.1,4,8.3,1.4,4.8,2.7,3.3,0.8,3.5,4.3,2.7,0.8,0.2,1.9,2,14.9
1764,Carsen Edwards\carsen-edwards-1,SO,2017-18,G,Purdue,Big Ten,37,1092,29.5,6.2,13.5,3.6,7.1,2.6,6.5,3.5,4.3,0.4,3.5,3.8,2.8,1.1,0.2,1.7,1.8,18.5
1765,Desharick Guidry\desharick-guidry-1,SR,2014-15,F,McNeese State,Southland,31,1092,35.2,6.3,12.9,5.1,9.7,1.2,3.2,3.5,4.9,4.4,6.8,11.2,1.6,1.3,0.6,2.1,2.8,17.3
1766,Jamelle Hagins\jamelle-hagins-1,SR,2012-13,F,Delaware,CAA,33,1092,33.1,4.5,8.2,4.5,8.2,0,0,2.6,3.5,3.1,7.6,10.7,1.1,0.9,2.4,2.3,2.9,11.6
1767,Scottie Haralson\scottie-haralson-1,SR,2012-13,G,Tulsa,CUSA,33,1092,33.1,3.8,10.2,1.5,3.8,2.3,6.4,1.5,1.7,1,2.9,3.9,1.4,0.5,0.2,1.3,1.7,11.3
1768,Josh Huestis\josh-huestis-1,JR,2012-13,F,Stanford,Pac-12,34,1092,32.1,4.1,8.9,3.3,6.6,0.8,2.3,1.6,2.4,3.3,5.8,9,0.9,0.8,2.1,1.4,2.3,10.5
1769,JeQuan Lewis\jequan-lewis-1,SR,2016-17,G,Virginia Commonwealth,A-10,35,1092,31.2,4.8,11.1,2.4,4.7,2.4,6.5,3.2,3.9,0.2,2.6,2.8,4.5,1.7,0.1,2.5,2.5,15.2
1770,Austin Loop\austin-loop-1,SR,2016-17,G,Marshall,CUSA,35,1092,31.2,3.4,7.6,0.2,0.3,3.2,7.3,0.9,1,0.4,1.6,1.9,1.2,0.7,0.3,0.5,1.5,10.9
1771,Nick Mayo\nick-mayo-1,SO,2016-17,F,Eastern Kentucky,OVC,31,1092,35.2,6.5,13,5.5,10.4,1,2.6,4.4,5.7,1.5,5,6.5,2.8,0.9,1.4,3,2.5,18.5
1772,Shavar Newkirk\shavar-newkirk-1,SR,2017-18,G,Saint Joseph's,A-10,32,1092,34.1,5.4,13.8,3.8,8.9,1.6,5,5.1,6.6,0.8,3.6,4.3,3.9,1.6,0.2,1.8,1.8,17.4
1773,T.J. Robinson\tj-robinson-1,SR,2011-12,F,Long Beach State,Big West,34,1092,32.1,4.5,8.6,4.5,8.6,0,0,2.9,4.1,3.4,6.8,10.2,0.8,0.6,0.1,2.1,2.1,12
1774,Keith Shamburger\keith-shamburger-1,SR,2014-15,G,Missouri,SEC,32,1092,34.1,2.5,6.6,1.2,2.5,1.3,4.1,2.4,2.7,0.5,2.8,3.3,3.9,1.2,0.1,1.9,2.1,8.8
1775,Markel Starks\markel-starks-1,JR,2012-13,G,Georgetown,Big East,32,1092,34.1,4.8,10.6,2.9,5.9,2,4.7,1.2,1.6,0.3,1.5,1.8,3,1.3,0.1,2,2.2,12.8
1776,Jordan Barnett\jordan-barnett-1,SR,2017-18,F,Missouri,SEC,32,1091,34.1,4.4,9.9,1.9,3.7,2.6,6.2,2.3,2.6,1.6,4.3,5.9,1.1,0.7,0.6,1.6,1.6,13.7
1777,Casey Benson\casey-benson-1,SO,2015-16,G,Oregon,Pac-12,38,1091,28.7,2,4.7,1.1,2.2,0.9,2.5,1.2,1.7,0.4,1.8,2.3,3.1,0.7,0,0.6,1.7,6
1778,Keith Braxton\keith-braxton-1,SO,2017-18,G,Saint Francis (PA),NEC,31,1091,35.2,5.8,12.2,4.5,8.7,1.3,3.5,4.3,5.4,1.6,7.9,9.5,3.3,1.7,0.6,2.6,1.8,17.2
1779,Kyron Cartwright\kyron-cartwright-1,JR,2016-17,G,Providence,Big East,33,1091,33.1,4,9.5,3.1,7.1,0.9,2.4,2.4,3.4,0.5,3,3.5,6.7,1.1,0,2.9,2,11.4
1780,Karl Cochran\karl-cochran-1,SR,2014-15,G,Wofford,Southern,35,1091,31.2,5.2,13.4,2.4,5.7,2.8,7.7,1.4,2.1,0.8,5,5.9,2.7,1.8,1,1.6,1.9,14.6
1781,Samme Givens\samme-givens-1,SR,2011-12,F,Drexel,CAA,36,1091,30.3,4.4,8.4,4.4,8.4,0,0,2.8,3.9,2.8,5,7.9,1.8,0.5,1,2.1,3.2,11.6
1782,Devon Hall\devon-hall-1,SR,2017-18,G,Virginia,ACC,34,1091,32.1,3.9,8.6,2.2,4.7,1.7,3.9,2.2,2.5,0.4,3.9,4.2,3.1,0.9,0.1,1,1.4,11.7
1783,Paul Jesperson\paul-jesperson-1,SR,2015-16,G,Northern Iowa,MVC,36,1091,30.3,3.6,8.4,1.3,2.7,2.3,5.8,1.3,1.4,0.5,3.5,4,0.9,0.4,0.3,1.1,2,10.8
1784,Halil Kanacevic\halil-kanacevic-1,SR,2013-14,F,Saint Joseph's,A-10,34,1091,32.1,4.1,7.6,3.5,6.1,0.5,1.5,2.1,3.6,2,6.8,8.8,4.4,0.7,1.5,2.9,3.7,10.8
1785,Trey McKinney-Jones\trey-mckinney-jones-1,SR,2012-13,G,Miami (FL),ACC,36,1091,30.3,3,7.2,1.3,3,1.6,4.2,1.6,1.9,0.4,3,3.4,1.6,0.8,0,0.9,1.5,9.2
1786,Jalen Moore\jalen-moore-1,JR,2015-16,F,Utah State,MWC,31,1091,35.2,5.5,12.5,3.9,7.6,1.6,4.8,2.6,3.6,1.4,4.6,6,2.6,0.8,0.6,1.5,1.7,15.2
1787,Liam O'Reilly\liam-oreilly-1,,2017-18,G,Gardner-Webb,Big South,32,1091,34.1,5.2,12.6,2.5,5.7,2.7,6.9,1.8,2.2,0.3,4.3,4.7,3.8,1,0.1,3,1.8,14.8
1788,Javion Ogunyemi\javion-ogunyemi-1,SR,2016-17,F,Siena,MAAC,34,1091,32.1,5.2,9.7,5,9.1,0.1,0.6,3.5,5.6,2.7,3,5.7,1.2,0.6,1.9,1.9,3.2,14
1789,Rod Rucker\rod-rucker-1,JR,2012-13,F,Alabama-Birmingham,CUSA,33,1091,33.1,6.2,12.9,6.2,12.7,0,0.2,2.2,3.8,3.1,5.1,8.2,2.3,1.1,0.7,2.6,2.8,14.5
1790,Reggie Upshaw\reggie-upshaw-1,JR,2015-16,F,Middle Tennessee,CUSA,35,1091,31.2,5.3,10.6,4.5,8.6,0.8,2,2.4,4.8,2.9,5.6,8.5,2.2,1.5,0.8,1.8,2.3,13.7
1791,Darian Anderson\darin-anderson-1,SO,2015-16,G,Fairleigh Dickinson,NEC,33,1090,33,5.5,13.5,4.1,9.3,1.4,4.2,2.7,3.4,0.8,2.9,3.6,3.7,1.8,0.3,3.2,2.6,15.2
1792,A'uston Calhoun\auston-calhoun-1,SR,2012-13,F,Bowling Green State,MAC,32,1090,34.1,5.7,12.9,5.1,11,0.7,1.8,3,3.9,2.3,4.8,7.1,0.8,0.4,0.5,2.2,1.9,15.1
1793,Mike Daum\mike-daum-1,JR,2017-18,F,South Dakota State,Summit,35,1090,31.1,7.8,16.9,5.1,10.4,2.7,6.5,5.5,6.5,1.8,8.4,10.3,1.3,0.5,0.7,2.1,2.4,23.9
1794,Angel Delgado\angel-delgado-1,JR,2016-17,F,Seton Hall,Big East,33,1090,33,6,11,6,11,0,0,3.3,5.9,5,8,13.1,2.2,0.6,0.3,3,2.5,15.2
1795,J.J. Frazier\jj-frazier-1,JR,2015-16,G,Georgia,SEC,34,1090,32.1,5,12.1,2.7,6.3,2.2,5.8,4.7,5.7,0.5,4,4.5,4.4,1.4,0.1,1.6,2.7,16.9
1796,Rondae Hollis-Jefferson\rondae-hollis-jefferson-1,SO,2014-15,F,Arizona,Pac-12,38,1090,28.7,3.6,7.2,3.5,6.5,0.2,0.8,3.8,5.4,2,4.8,6.8,1.6,1.2,0.8,1.6,2.5,11.2
1797,Tamir Jackson\tamir-jackson-1,SR,2012-13,G,Rice,CUSA,31,1090,35.2,6.3,16.3,4.8,10.7,1.5,5.6,3.5,5.1,1.4,4.6,6,2.5,1.4,0.1,2.9,2.6,17.7
1798,Kaleb Korver\kaleb-korver-1,SR,2010-11,G,Creighton,MVC,39,1090,27.9,1.4,3.9,0.2,0.8,1.2,3.1,0.2,0.3,0.3,2.8,3.1,2.3,0.5,0,1.3,1.5,4.3
1799,Riley LaChance\riley-lachance-1,JR,2016-17,G,Vanderbilt,SEC,35,1090,31.1,3.3,7.1,1.3,2.9,2,4.1,1.9,2.2,0.2,3.1,3.3,3.9,0.6,0,1.9,2.1,10.5
1800,Chavaughn Lewis\chavaughn-lewis-1,SO,2012-13,G,Marist,MAAC,31,1090,35.2,6.1,14.6,5.3,12.2,0.8,2.4,3.7,5.9,1.5,4.2,5.7,2.7,2,0.5,3.5,2.6,16.7
1801,Ryan Manuel\ryan-manuel-1,SO,2012-13,G,Southern Methodist,CUSA,32,1090,34.1,3.4,7.4,3.2,6.8,0.2,0.6,5.2,6.5,0.8,3.4,4.2,2.3,1.2,0.2,2.4,2.7,12.1
1802,Jordan Mathews\jordan-mathews-1,SR,2016-17,G,Gonzaga,WCC,39,1090,27.9,3.4,8.4,1.2,2.8,2.2,5.6,1.7,2.3,0.7,2.6,3.3,1.5,0.9,0.1,0.8,1.4,10.6
1803,Corey Maynard\corey-maynard-1,SR,2013-14,G,Bryant,NEC,31,1090,35.2,4.6,10.3,3.5,6.2,1.2,4.1,2.9,3.5,0.5,4.3,4.9,4.3,1.3,0.2,2.7,2.1,13.3
1804,Julius Mays\julius-mays-1,SR,2012-13,G,Kentucky,SEC,33,1090,33,2.8,7.5,0.8,2.2,2,5.3,1.7,2,0.5,2.5,2.9,2.9,0.4,0,1.2,1.9,9.3
1805,Grant Mullins\grant-mullins-1,SR,2015-16,G,Columbia,Ivy,35,1090,31.1,4,8.6,2.1,4.1,2,4.5,3.2,3.9,0.5,3.3,3.8,3.3,0.8,0.1,1.3,2.3,13.3
1806,Cameron Reynolds\cameron-reynolds-1,JR,2016-17,G,Tulane,AAC,31,1090,35.2,5.9,14,3.4,7.5,2.5,6.5,2.6,3.3,1.4,5.4,6.8,1.5,0.8,0.5,1.5,2.7,17
1807,Tyler Seibring\tyler-seibring-1,JR,2017-18,F,Elon,CAA,32,1090,34.1,5.7,11.7,3.2,5.7,2.6,6,1.4,2,1.5,5.3,6.8,2.2,0.3,0.7,1.1,1.5,15.4
1808,Marcus Thornton\marcus-thornton-3,SO,2012-13,G,William & Mary,CAA,30,1090,36.3,6,13.7,2.9,6.6,3.1,7.1,3.7,4.4,0.4,2.4,2.8,2.8,0.9,0.5,3.1,1.5,18.8
1809,Tyrone Wallace\tyrone-wallace-1,SO,2013-14,G,University of California,Pac-12,35,1090,31.1,4,9.4,2.8,5.5,1.2,3.8,2,3.2,1,3.1,4.1,2.7,1.3,0.5,1.6,2.7,11.3
1810,Maurice Watson Jr.\mo-watsonjr-1,SO,2013-14,G,Boston University,Patriot,35,1090,31.1,5.4,10.9,4.6,8.5,0.8,2.4,1.7,2.7,0.6,3,3.6,7.1,2.1,0,2.9,2.5,13.3
1811,Trae Bell-Haynes\trae-bell-haynes-1,SR,2017-18,G,Vermont,AEC,34,1089,32,4.9,9.6,4.2,7.7,0.6,1.9,4.2,5.8,0.6,3.7,4.3,4.1,1.1,0.1,3.1,2.4,14.6
1812,Ryan Boatright\ryan-boatright-1,SO,2012-13,G,Connecticut,Big East,30,1089,36.3,5,11.7,3.6,7.4,1.4,4.3,3.9,5,0.4,2.5,2.9,4.4,1.5,0.1,3,1.5,15.4
1813,Daviyon Draper\daviyon-draper-1,SR,2015-16,F,Florida International,CUSA,31,1089,35.1,6.3,13.9,5.2,11.2,1.1,2.7,2.2,3.2,1.4,5.6,7,2.2,1,0.6,2.7,2.5,15.9
1814,Frank Gaines\frank-gaines-1,SR,2012-13,G,Purdue-Fort Wayne,Summit,32,1089,34,6.2,14.3,4.5,9.3,1.7,5,5.7,7.7,1.1,3,4,1.2,1.4,0.5,2.5,2.6,19.8
1815,Trae Golden\trae-golden-1,SO,2011-12,G,Tennessee,SEC,34,1089,32,4.1,9.4,2.7,5.6,1.5,3.8,3.8,4.6,0.5,2.5,3,4.5,0.8,0.1,2.9,2,13.6
1816,Marcus Hooten\marcus-hooten-1,JR,2011-12,G,Arkansas State,Sun Belt,34,1089,32,4.3,11,3.1,7.4,1.2,3.6,2.7,4,0.5,1.9,2.4,1.6,0.6,0,1.9,2.1,12.5
1817,Stephan Jiggetts\stephan-jiggetts-1,,2017-18,G,South Florida,AAC,32,1089,34,4.2,11.2,2.3,6.4,1.9,4.8,2.3,2.8,0.3,2.5,2.9,3.3,0.7,0.1,2.3,2.3,12.5
1818,Gary Johnson\gary-johnson-1,SR,2010-11,F,Texas,Big 12,36,1089,30.3,4.1,8.9,4.1,8.8,0,0.1,3.2,4.8,1.8,5,6.8,1.3,0.4,0.3,1.6,2.5,11.5
1819,Jonathan Lee\jonathan-lee-3,JR,2011-12,G,Northeastern,CAA,31,1089,35.1,4.9,10.3,3.3,6.5,1.6,3.9,3.2,4.1,0.9,2.9,3.8,3.5,1.5,0.1,3.1,2.4,14.5
1820,Anthony Marshall\anthony-marshall-2,JR,2011-12,G,Nevada-Las Vegas,MWC,34,1089,32,4.1,9.3,3.5,7,0.6,2.3,3.4,4.8,1.1,3.9,5.1,4.5,1.5,0.6,3,2.4,12.2
1821,Wesley Person\wesley-person-2,SO,2015-16,G,Troy,Sun Belt,31,1089,35.1,5.5,13,2.4,4.7,3.1,8.3,2.7,3.5,0.5,3,3.5,1.5,0.2,0.2,1.2,1.4,16.8
1822,Omar Prewitt\omar-prewitt-1,SO,2014-15,G,William & Mary,CAA,33,1089,33,4.6,10,3.1,5.6,1.5,4.5,2.8,3.9,0.5,3.9,4.4,2.5,1.2,0.8,1.9,2.3,13.5
1823,T.J. Price\tj-price-1,SO,2012-13,G,Western Kentucky,Sun Belt,33,1089,33,5.2,13,2.7,6.2,2.5,6.8,2.5,3.5,0.9,3.5,4.5,2.4,1.2,0.4,2.6,2.4,15.2
1824,Marvin Prochet\marvin-prochet-1,JR,2017-18,F,Niagara,MAAC,33,1089,33,3.5,8.5,2,4.5,1.5,4.1,1.7,2.4,2,5.9,7.9,1.8,0.8,1,0.7,2.2,10.3
1825,Tyrel Reed\tyrel-reed-1,SR,2010-11,G,Kansas,Big 12,38,1089,28.7,2.9,7,1,2,1.9,5,2.1,2.6,0.6,2.5,3.1,1.7,1.5,0.2,0.9,1.4,9.7
1826,Jerome Robinson\jerome-robinson-2,SO,2016-17,G,Boston College,ACC,32,1089,34,6.7,15.7,5,10.7,1.7,5.1,3.7,5.1,0.6,3.3,3.9,3.4,1.7,0.4,3.2,2.8,18.7
1827,Ivy Smith Jr.\ivy-smithjr-1,SO,2017-18,G,Grambling,SWAC,31,1089,35.1,4.8,12,4,9.8,0.8,2.2,6.3,7.8,0.8,3.7,4.5,5,2.2,0.2,3.5,3,16.7
1828,Dyami Starks\dyami-starks-1,JR,2013-14,G,Bryant,NEC,30,1089,36.3,6.4,15.5,3.5,7.5,2.9,8,3.1,3.6,0.8,2.5,3.4,2,1.1,0,1.9,2.2,18.9
1829,Harold Washington\harold-washington-1,SR,2012-13,G,Canisius,MAAC,34,1089,32,4.5,10.1,2.7,5.9,1.7,4.2,3.1,4,0.6,1.9,2.6,2.3,0.9,0.1,2.9,2,13.8
1830,Tremont Waters\tremont-waters-1,FR,2017-18,G,Louisiana State,SEC,33,1089,33,5.1,12.2,2.9,6,2.2,6.2,3.5,4.4,0.3,3.1,3.4,6,2,0.1,2.9,2.2,15.9
1831,Darrion Allen\darrion-allen-1,SR,2016-17,G,Longwood,Big South,30,1088,36.3,4.6,12.3,2.8,6.5,1.8,5.8,3.4,4.1,0.7,3,3.8,1.5,1,0.7,2.4,2.4,14.4
1832,Taylor Braun\taylor-braun-1,SR,2013-14,G,North Dakota State,Summit,32,1088,34,5.3,11.3,4,8.2,1.3,3.1,5.7,7.3,0.6,4.8,5.5,3.8,1.5,0.2,2,2.1,17.6
1833,Chris Chiozza\chris-chiozza-1,SR,2017-18,G,Florida,SEC,34,1088,32,3.9,9.2,2.7,6,1.1,3.2,2.2,2.8,0.5,3.8,4.3,6.1,1.9,0.1,1.8,2.1,11.1
1834,Demitrius Conger\demitrius-conger-1,SO,2010-11,F,St. Bonaventure,A-10,31,1088,35.1,3.4,6.9,2.2,4.1,1.2,2.9,2.1,3.2,2.3,3.2,5.5,2.1,0.7,0.5,2.6,2.4,10
1835,Louis Dabney\louis-dabney-1,SR,2015-16,G,Tulane,AAC,33,1088,33,4.6,12.5,3,7.3,1.6,5.2,3.5,4.4,0.8,2.2,3,2.2,1.1,0.1,2.1,2.6,14.4
1836,Darrell Davis\darrell-davis-2,SR,2017-18,G,Dayton,A-10,31,1088,35.1,4.8,11.1,2.5,5,2.3,6.1,3.4,3.9,0.5,3.6,4.1,2.7,0.7,0.1,2.7,2.2,15.4
1837,Kris Dunn\kris-dunn-1,JR,2015-16,G,Providence,Big East,33,1088,33,5.6,12.5,4.3,9,1.3,3.4,4,5.8,1.1,4.2,5.3,6.2,2.5,0.6,3.5,2.8,16.4
1838,Marcus Graves\marcus-graves-1,JR,2016-17,G,Sacramento State,Big Sky,31,1088,35.1,5.3,12,5,10.2,0.2,1.8,3.2,4.3,0.5,3.2,3.7,5.3,0.9,0.3,2.6,2.3,13.9
1839,Phil Greene\phil-greene-1,SO,2012-13,G,St. John's (NY),Big East,33,1088,33,4.2,11.4,3.5,8,0.8,3.4,0.9,1.3,0.6,2,2.7,2.5,0.6,0.1,1.3,1.2,10.1
1840,Kory Holden\kory-holden-1,SO,2015-16,G,Delaware,CAA,30,1088,36.3,6,15.3,3.7,9.4,2.3,5.9,3.4,4.2,0.5,2.5,3,4.2,0.4,0.1,2.9,2.1,17.7
1841,Ky Howard\ky-howard-1,SR,2015-16,G,NJIT,A-Sun,34,1088,32,4.1,8.4,3.4,6.4,0.7,1.9,3.7,4.8,0.9,3.7,4.6,4.5,1,0.1,3.2,2.9,12.7
1842,Ja Morant\temetrius-morant-1,FR,2017-18,G,Murray State,OVC,32,1088,34,4.2,9.1,3.3,6.3,0.8,2.8,3.5,4.3,1.7,4.8,6.5,6.3,0.9,0.4,2.5,2,12.7
1843,Aaric Murray\aaric-murray-1,SR,2013-14,C,Texas Southern,SWAC,34,1088,32,7.1,14.4,6.2,11.7,0.9,2.7,6.6,8.9,2.2,5.3,7.5,1.2,0.9,2.5,2.6,2.6,21.6
1844,Abdel Nader\abdel-nader-1,SR,2015-16,F,Iowa State,Big 12,35,1088,31.1,4.6,9.6,3.1,5.6,1.5,4,2.2,3,0.7,4.2,5,1.5,1.1,0.7,2.3,2.8,12.9
1845,Walter Offutt\walter-offutt-1,JR,2011-12,G,Ohio,MAC,37,1088,29.4,4,8.9,2.6,5.1,1.4,3.8,2.9,4.1,1.3,2.3,3.6,1.8,1.5,0.1,1.7,2.5,12.4
1846,Brett Olson\brett-olson-2,SO,2012-13,G,Denver,WAC,32,1088,34,3.9,8.2,1.5,2.7,2.4,5.5,1.2,1.3,0.2,1.8,2,2.4,1.2,0.3,1.5,1.9,11.4
1847,J.P. Primm\jp-primm-1,SR,2011-12,G,North Carolina-Asheville,Big South,34,1088,32,4.6,10.8,2.4,4.8,2.2,6,3.9,4.6,0.5,2.8,3.3,4.2,1.9,0.1,2.4,2.5,15.4
1848,Jaqawn Raymond\jaqawn-raymond-1,JR,2014-15,G,Middle Tennessee,CUSA,36,1088,30.2,2.3,6.3,1.1,2.9,1.2,3.4,1.9,2.3,0.3,2.8,3.1,2.1,1,0.2,2.1,2.1,7.6
1849,Terrence Ross\terrence-ross-1,SO,2011-12,G,Washington,Pac-12,35,1088,31.1,6.1,13.4,4.1,7.9,2.1,5.5,2.1,2.7,1.4,5.1,6.4,1.4,1.3,0.9,2,2.8,16.4
1850,Jalen Sanders\jalen-sanders-2,FR,2017-18,G,Northern Colorado,Big Sky,38,1088,28.6,3.6,6.2,3.3,5.1,0.3,1.1,1.9,2.6,1.4,4.3,5.8,1.2,0.8,1.4,1.2,2.7,9.5
1851,John Caleb Sanders\john-caleb-sanders-1,JR,2012-13,G,Liberty,Big South,36,1088,30.2,4.6,10.7,3.3,7.2,1.3,3.5,3.9,5.1,1.1,2.8,3.9,3.6,0.9,0.1,2.6,2.6,14.4
1852,Zak Showalter\zak-showalter-1,SR,2016-17,G,Wisconsin,Big Ten,37,1088,29.4,2.9,5.8,1.6,2.5,1.3,3.3,1.2,1.4,0.8,2.1,2.9,1.8,1.5,0.3,1.1,2.7,8.3
1853,John Shurna\john-shurna-1,JR,2010-11,F,Northwestern,Big Ten,32,1088,34,5.5,11.4,3.2,6,2.3,5.4,3.3,4.6,1,3.9,4.9,2.6,1.1,1,1.8,1.8,16.6
1854,Ryan Spangler\ryan-spangler-1,JR,2014-15,F,Oklahoma,Big 12,35,1088,31.1,3.9,6.7,3.6,5.7,0.3,0.9,1.6,2.3,2.5,5.8,8.2,1.3,0.7,1.1,1.3,2.5,9.7
1855,Ahmad Thomas\ahmad-thomas-1,JR,2016-17,G,North Carolina-Asheville,Big South,33,1088,33,7.4,13.5,6.2,11.1,1.1,2.5,2.1,3.7,1.4,5.2,6.6,2.3,3,0.5,2.1,2.6,18
1856,Shawn Vanzant\shawn-vanzant-1,SR,2010-11,G,Butler,Horizon,38,1088,28.6,2.9,6.5,1.9,4.2,0.9,2.3,1.4,1.9,0.4,2.9,3.4,1.7,0.8,0.1,1.1,2,8.1
1857,Cecil Williams\cecil-williams-1,SR,2017-18,F,Central Michigan,MAC,36,1088,30.2,5,10.7,4.4,8.6,0.6,2.1,4.3,5.5,1.6,4.9,6.5,2.6,1,1,2.8,2.9,14.9
1858,Harrison Barnes\harrison-barnes-1,FR,2010-11,F,North Carolina,ACC,37,1087,29.4,5.6,13.4,3.8,8.2,1.8,5.3,2.5,3.4,2,3.8,5.8,1.4,0.7,0.4,1.9,1.9,15.6
1859,Remond Brown\remond-brown-1,SR,2016-17,G,Grambling,SWAC,33,1087,32.9,5.5,12,4.5,8.8,1.1,3.2,2,3,1.2,3.3,4.5,1.8,1.8,0.4,2.5,2.2,14.2
1860,Trey Davis\trey-davis-1,SR,2015-16,G,Massachusetts,A-10,32,1087,34,5.8,14.7,3.2,7.6,2.6,7.1,4.6,5.3,0.6,4,4.6,3.2,1.2,0.1,2.8,2,18.7
1861,Cody Doolin\cody-doolin-1,FR,2010-11,G,San Francisco,WCC,34,1087,32,2.6,6.3,1.6,3.5,0.9,2.7,1.7,2.2,0.4,3.1,3.5,3.5,1.2,0.2,1.9,2.2,7.7
1862,Tre'Shaun Fletcher\treshaun-fletcher-1,,2017-18,G,Toledo,MAC,33,1087,32.9,6.2,13.4,4.7,9.2,1.5,4.2,4.2,5.9,1.8,6.2,8,4.3,0.8,0.2,2.4,2.3,18.1
1863,Michael Hale\michael-hale-1,JR,2012-13,G,Texas-San Antonio,WAC,30,1087,36.2,4.9,12.4,3,6.8,2,5.6,3.7,4.9,0.5,2.6,3.1,3.8,1.5,0,2.7,2.4,15.6
1864,J.C. Hampton\jc-hampton-1,JR,2015-16,G,Lipscomb,A-Sun,33,1087,32.9,5.2,12.8,3,6.8,2.2,6.1,3.4,4.1,0.9,2.8,3.6,2.7,1.2,0.1,1.9,1.9,15.9
1865,Ayron Hardy\ayron-hardy-1,SR,2010-11,F,Jacksonville,A-Sun,32,1087,34,4.8,9,4.3,7.2,0.5,1.8,2.3,2.8,2.4,3.8,6.2,2.8,2,1,1.8,2.6,12.3
1866,Jelani Hewitt\jelani-hewitt-1,SR,2014-15,G,Georgia Southern,Sun Belt,31,1087,35.1,4.8,13.7,1.9,5.1,2.9,8.6,5.1,6.4,1,3.2,4.2,3.7,2.5,0.3,2.6,1.8,17.6
1867,Blake Hoffarber\blake-hoffarber-1,SR,2010-11,G,Minnesota,Big Ten,31,1087,35.1,4.4,10.6,1.8,4,2.5,6.5,2.3,2.8,0.7,2.8,3.5,4.1,1,0.1,2.1,1.2,13.6
